pair;phd_candidate;supervisor;country;institute;subfield;pmid;owner;position_author_supervisor;concern_methods_tools_devlpmnt_or_review;thesis_year;thesis_title;thesis_link;doi;oa_status;issn;journal;publisher;publication_date_unpaywall;is_open_data;open_data_category;is_open_code;open_data_statements;open_code_statements;downloaded;manual_check_code_th;manual_check_code_mh;identifier;assessment;trn;has_trn_secondary_id;has_trn_abstract;has_trn_ft
23;Maria TiÃƒÂ_-Coma;Annemieke Geluk;Netherlands;Leiden UMC;bacteriology;31733134;candidate;na;no;2021;Exploring host and pathogen biomarkers for leprosy;https://hdl.handle.net/1887/3229676;10.1111/tbed.13423;green;1865-1674,1865-1682;Transboundary and Emerging Diseases;Wiley;02.12.2019;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
24;Edouard L. Fu;Friedo W. Dekker;Netherlands;Leiden UMC;cardiology;29939304;supervisor;last;no;2021;Optimal cardiovascular treatment strategies in kidney disease: causal inference from observational data;https://hdl.handle.net/1887/3221348;10.1093/ndt/gfy167;green;0931-0509,1460-2385;Nephrology Dialysis Transplantation;Oxford University Press (OUP);22.06.2018;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
24;Edouard L. Fu;Friedo W. Dekker;Netherlands;Leiden UMC;cardiology;31395593;candidate;na;no;2021;Optimal cardiovascular treatment strategies in kidney disease: causal inference from observational data;https://hdl.handle.net/1887/3221348;10.2215/cjn.03060319;green;1555-9041,1555-905X;Clinical Journal of the American Society of Nephrology;American Society of Nephrology (ASN);08.08.2019;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
25;Loes Soetens;Jacco Wallinga;Netherlands;Leiden UMC;epidemiology;29534768;supervisor;last;no;2021;Patterns and scales in infectious disease surveillance data: an exploratory data analysis approach;https://hdl.handle.net/1887/3247049;10.1017/s0950268818000481;green;0950-2688,1469-4409;Epidemiology and Infection;Cambridge University Press (CUP);14.03.2018;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
25;Loes Soetens;Jacco Wallinga;Netherlands;Leiden UMC;epidemiology;29087989;supervisor;last;no;2021;Patterns and scales in infectious disease surveillance data: an exploratory data analysis approach;https://hdl.handle.net/1887/3247049;10.1097/ede.0000000000000778;green;1044-3983;Epidemiology;Ovid Technologies (Wolters Kluwer Health);01.03.2018;NA;NA;NA;NA;NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA
27;Frank de Vos;S.A.R.B. Rombouts;Netherlands;Leiden UMC;neuroscience;29155080;candidate;na;no;2021;Multimodal MRI-based classification of AlzheimerÃ¢â‚¬â„¢s disease;https://hdl.handle.net/1887/3245855;10.1016/j.neuroimage.2017.11.025;green;1053-8119;NeuroImage;Elsevier BV;01.02.2018;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
29;Bharath Sampadi;SilvÃƒÂ¨re van der Maarel;Netherlands;Leiden UMC;toxicology;29980640;supervisor;last;no;2021;Dose-dependent and compound-specific phospho-signalling responses after (geno)toxic treatment;https://hdl.handle.net/1887/3240142;10.1212/wnl.0000000000005958;green;0028-3878,1526-632X;Neurology;Ovid Technologies (Wolters Kluwer Health);06.07.2018;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
1;Sabrina T Wiebe;Gerd Mikus;Germany;Universitat Heidelberg;drug_development;32976642;supervisor;last;no;2020;Midazolam Microdosing and Population Pharmacokinetic Modelling to Assess CYP3A Drug-Drug Interactions in Early Clinical Development;http://archiv.ub.uni-heidelberg.de/volltextserver/29312/1/WIEBE_Doktorarbeit_Final.pdf;10.1002/jcph.1751;hybrid;0091-2700,1552-4604;The Journal of Clinical Pharmacology;Wiley;25.09.2020;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
1;Sabrina T Wiebe;Gerd Mikus;Germany;Universitat Heidelberg;drug_development;32437074;supervisor;last;no;2020;Midazolam Microdosing and Population Pharmacokinetic Modelling to Assess CYP3A Drug-Drug Interactions in Early Clinical Development;http://archiv.ub.uni-heidelberg.de/volltextserver/29312/1/WIEBE_Doktorarbeit_Final.pdf;10.1002/jcph.1622;hybrid;0091-2700,1552-4604;The Journal of Clinical Pharmacology;Wiley;21.05.2020;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
1;Sabrina T Wiebe;Gerd Mikus;Germany;Universitat Heidelberg;drug_development;32772302;candidate;na;no;2020;Midazolam Microdosing and Population Pharmacokinetic Modelling to Assess CYP3A Drug-Drug Interactions in Early Clinical Development;http://archiv.ub.uni-heidelberg.de/volltextserver/29312/1/WIEBE_Doktorarbeit_Final.pdf;10.1007/s10928-020-09704-1;hybrid;1567-567X,1573-8744;Journal of Pharmacokinetics and Pharmacodynamics;Springer Science and Business Media LLC;08.08.2020;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
1;Sabrina T Wiebe;Gerd Mikus;Germany;Universitat Heidelberg;drug_development;32436239;candidate;na;no;2020;Midazolam Microdosing and Population Pharmacokinetic Modelling to Assess CYP3A Drug-Drug Interactions in Early Clinical Development;http://archiv.ub.uni-heidelberg.de/volltextserver/29312/1/WIEBE_Doktorarbeit_Final.pdf;10.1111/bcp.14389;hybrid;0306-5251,1365-2125;British Journal of Clinical Pharmacology;Wiley;10.06.2020;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
2;Christina Georgikou;Ingrid Herr;Germany;Universitat Heidelberg;cancer;31250356;supervisor;last;no;2020;Inhibition of pancreatic cancer progression by sulforaphane- mediated downregulation of miR30a-3p and sulforaphane derivatives;http://archiv.ub.uni-heidelberg.de/volltextserver/29102/7/Christina_Georgikou_Dissertation.pdf;10.1007/s10637-019-00826-z;hybrid;0167-6997,1573-0646;Investigational New Drugs;Springer Science and Business Media LLC;27.06.2019;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
2;Christina Georgikou;Ingrid Herr;Germany;Universitat Heidelberg;cancer;29143337;supervisor;last;no;2020;Inhibition of pancreatic cancer progression by sulforaphane- mediated downregulation of miR30a-3p and sulforaphane derivatives;http://archiv.ub.uni-heidelberg.de/volltextserver/29102/7/Christina_Georgikou_Dissertation.pdf;10.1002/ijc.31160;hybrid;0020-7136;International Journal of Cancer;Wiley;29.11.2017;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
2;Christina Georgikou;Ingrid Herr;Germany;Universitat Heidelberg;cancer;31678166;candidate;na;no;2020;Inhibition of pancreatic cancer progression by sulforaphane- mediated downregulation of miR30a-3p and sulforaphane derivatives;http://archiv.ub.uni-heidelberg.de/volltextserver/29102/7/Christina_Georgikou_Dissertation.pdf;10.1016/j.canlet.2019.10.042;hybrid;0304-3835;Cancer Letters;Elsevier BV;01.01.2020;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
3;Uzair Ali Khan;Hermann Brenner;Germany;Universitat Heidelberg;cancer;31785152;supervisor;last;no;2020;Colorectal cancer risk prediction and risk-adapted colorectal cancer screening in patients with diabetes mellitus;http://archiv.ub.uni-heidelberg.de/volltextserver/30612/1/AliKhan_Uzair_24_07_1994_Dissertation.pdf;10.1002/ijc.32816;hybrid;0020-7136,1097-0215;International Journal of Cancer;Wiley;13.12.2019;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
4;Laurent S V Thomas;Franz Schaefer;Germany;Universitat Heidelberg;"paedetrics
paediatrics";30588548;supervisor;last;no;2021;Computer vision and data-analysis solutions for phenotypic screening of small model organisms;http://archiv.ub.uni-heidelberg.de/volltextserver/30804/1/PhDthesis_LaurentThomas.pdf;10.1007/s00467-018-4129-6;hybrid;0931-041X,1432-198X;Pediatric Nephrology;Springer Science and Business Media LLC;26.12.2018;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
4;Laurent S V Thomas;Franz Schaefer;Germany;Universitat Heidelberg;"paedetrics
paediatrics";29273970;supervisor;last;no;2021;Computer vision and data-analysis solutions for phenotypic screening of small model organisms;http://archiv.ub.uni-heidelberg.de/volltextserver/30804/1/PhDthesis_LaurentThomas.pdf;10.1007/s00467-017-3863-5;hybrid;0931-041X,1432-198X;Pediatric Nephrology;Springer Science and Business Media LLC;22.12.2017;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
5;Frank Gabel;Stefan Listl;Germany;Universitat Heidelberg;dentistry;29408150;supervisor;last;no;2020;Empirical methods for causal inference;http://archiv.ub.uni-heidelberg.de/volltextserver/30690/1/dissertation_Gabel.pdf;10.1016/j.jhealeco.2017.12.005;hybrid;0167-6296;Journal of Health Economics;Elsevier BV;01.03.2018;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
5;Frank Gabel;Stefan Listl;Germany;Universitat Heidelberg;dentistry;30576438;candidate;na;no;2020;Empirical methods for causal inference;http://archiv.ub.uni-heidelberg.de/volltextserver/30690/1/dissertation_Gabel.pdf;10.1093/fampra/cmy128;hybrid;1460-2229;Family Practice;Oxford University Press (OUP);21.12.2018;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
5;Frank Gabel;Stefan Listl;Germany;Universitat Heidelberg;dentistry;31984624;candidate;na;no;2020;Empirical methods for causal inference;http://archiv.ub.uni-heidelberg.de/volltextserver/30690/1/dissertation_Gabel.pdf;10.1002/hec.3997;hybrid;1057-9230,1099-1050;Health Economics;Wiley;26.01.2020;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
5;Frank Gabel;Stefan Listl;Germany;Universitat Heidelberg;dentistry;31533017;supervisor;last;no;2020;Empirical methods for causal inference;http://archiv.ub.uni-heidelberg.de/volltextserver/30690/1/dissertation_Gabel.pdf;10.1177/2380084419875442;hybrid;2380-0844,2380-0852;JDR Clinical & Translational Research;SAGE Publications;18.09.2019;NA;NA;NA;NA;NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA
6;Andreas Staudt;Ulrich John;Germany;Universitat Heidelberg;public_health;32311098;candidate;na;no;2020;Screening for at-risk alcohol use: The challenge of temporal changes in alcohol consumption;https://epub.ub.uni-greifswald.de/frontdoor/deliver/index/docId/4496/file/Diss_Staudt_komplett_PDF.pdf;10.1111/acer.14340;hybrid;0145-6008,1530-0277;Alcoholism: Clinical and Experimental Research;Wiley;15.05.2020;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
7;Michael Lacy;JÃƒÂ_rgen Bernhagen;Germany;Universitat Heidelberg;vascular_biology;33565160;supervisor;last;no;2021;Screening for at-risk alcohol use: The challenge of temporal changes in alcohol consumption;https://epub.ub.uni-greifswald.de/frontdoor/deliver/index/docId/4496/file/Diss_Staudt_komplett_PDF.pdf;10.1002/jlb.3a0420-242rrr;hybrid;0741-5400,1938-3673;Journal of Leukocyte Biology;Wiley;10.02.2021;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
8;Nicole Tonya Erickson;Volker Heinemann;Germany;Ludwig-Maximilians-UniversitÃƒÂ_t MÃƒÂ_nchen;cancer;34159428;candidate;na;no;2021;Establishing patient-centered nutrition screening for German speaking oncology patients;https://edoc.ub.uni-muenchen.de/29055/7/Erickson_Nicole_Tonya.pdf;10.1007/s00520-021-06351-1;hybrid;0941-4355,1433-7339;Supportive Care in Cancer;Springer Science and Business Media LLC;22.06.2021;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
10;Anna Suraya;Dennis Nowak;Germany;Ludwig-Maximilians-UniversitÃƒÂ_t MÃƒÂ_nchen;public_health;34035550;supervisor;last;no;2021;Asbestos exposure in lung cancer: a hospital-based case control study in Indonesia;https://edoc.ub.uni-muenchen.de/28904/1/Suraya_Anna.pdf;10.1055/a-1361-1715;hybrid;0016-5751,1438-8804;Geburtshilfe und Frauenheilkunde;Georg Thieme Verlag KG;01.05.2021;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
13;Taylor A Breuniger;Jakob Linseisen;Germany;Ludwig-Maximilians-UniversitÃƒÂ_t MÃƒÂ_nchen;public_health;31089867;supervisor;last;no;2021;Habitual Diet, the Gut Microbiota, Fecal Metabolites and their Associations with Metabolic Diseases: Results from a Population-based Study;https://edoc.ub.uni-muenchen.de/28665/7/Breuninger_Taylor_A.pdf;10.1007/s00394-019-01988-5;hybrid;1436-6207,1436-6215;European Journal of Nutrition;Springer Science and Business Media LLC;14.05.2019;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
13;Taylor A Breuniger;Jakob Linseisen;Germany;Ludwig-Maximilians-UniversitÃƒÂ_t MÃƒÂ_nchen;public_health;32048458;supervisor;last;no;2021;Habitual Diet, the Gut Microbiota, Fecal Metabolites and their Associations with Metabolic Diseases: Results from a Population-based Study;https://edoc.ub.uni-muenchen.de/28665/7/Breuninger_Taylor_A.pdf;10.1002/mnfr.201900918;hybrid;1613-4125,1613-4133;Molecular Nutrition & Food Research;Wiley;20.02.2020;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
13;Taylor A Breuniger;Jakob Linseisen;Germany;Ludwig-Maximilians-UniversitÃƒÂ_t MÃƒÂ_nchen;public_health;34091769;supervisor;last;no;2021;Habitual Diet, the Gut Microbiota, Fecal Metabolites and their Associations with Metabolic Diseases: Results from a Population-based Study;https://edoc.ub.uni-muenchen.de/28665/7/Breuninger_Taylor_A.pdf;10.1007/s10654-021-00764-2;hybrid;0393-2990,1573-7284;European Journal of Epidemiology;Springer Science and Business Media LLC;01.06.2021;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
13;Taylor A Breuniger;Jakob Linseisen;Germany;Ludwig-Maximilians-UniversitÃƒÂ_t MÃƒÂ_nchen;public_health;31277007;candidate;na;no;2021;Habitual Diet, the Gut Microbiota, Fecal Metabolites and their Associations with Metabolic Diseases: Results from a Population-based Study;https://edoc.ub.uni-muenchen.de/28665/7/Breuninger_Taylor_A.pdf;10.1016/j.atherosclerosis.2019.06.911;hybrid;0021-9150;Atherosclerosis;Elsevier BV;01.09.2019;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
14;Anna Rubinski;Michael Ewers;Germany;Ludwig-Maximilians-UniversitÃƒÂ_t MÃƒÂ_nchen;neuroscience;32043733;supervisor;last;no;2021;Effects of Amyloid and Tau Pathology on Brain Function and Cognition in Alzheimer's Disease;https://edoc.ub.uni-muenchen.de/28793/1/Rubinski_Anna.pdf;10.1002/alz.12032;hybrid;1552-5260,1552-5279;Alzheimer's & Dementia;Wiley;11.02.2020;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
14;Anna Rubinski;Michael Ewers;Germany;Ludwig-Maximilians-UniversitÃƒÂ_t MÃƒÂ_nchen;neuroscience;30239611;supervisor;last;no;2021;Effects of Amyloid and Tau Pathology on Brain Function and Cognition in Alzheimer's Disease;https://edoc.ub.uni-muenchen.de/28793/1/Rubinski_Anna.pdf;10.1093/brain/awy229;hybrid;0006-8950,1460-2156;Brain;Oxford University Press (OUP);25.09.2018;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
16;Alexander F Lipka;Verschuuren, J.J.G.M.;Netherlands;Leiden UMC;autoimmunity;31488385;supervisor;last;no;2021;Autoimmunity at the neuromuscular synapse: pathophysiology and disease course;https://hdl.handle.net/1887/3246848;10.1016/j.nmd.2019.07.006;hybrid;0960-8966;Neuromuscular Disorders;Elsevier BV;01.09.2019;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
16;Alexander F Lipka;Verschuuren, J.J.G.M.;Netherlands;Leiden UMC;autoimmunity;30851266;supervisor;last;no;2021;Autoimmunity at the neuromuscular synapse: pathophysiology and disease course;https://hdl.handle.net/1887/3246848;10.1016/j.expneurol.2019.03.001;hybrid;0014-4886;Experimental Neurology;Elsevier BV;01.07.2019;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
16;Alexander F Lipka;Verschuuren, J.J.G.M.;Netherlands;Leiden UMC;autoimmunity;32291768;candidate;na;no;2021;Autoimmunity at the neuromuscular synapse: pathophysiology and disease course;https://hdl.handle.net/1887/3246848;10.1002/mus.26885;hybrid;0148-639X,1097-4598;Muscle & Nerve;Wiley;22.04.2020;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
17;Annelieke C Kruithof;Jacobus Burggraaf;Netherlands;Leiden UMC;drug_development;30938028;supervisor;last;no;2021;Evaluating the effects of sugammadex on coagulation in humans: reversed translational research to unravel off-target pharmacology;https://hdl.handle.net/1887/3247173;10.1111/anec.12643;hybrid;1082-720X,1542-474X;Annals of Noninvasive Electrocardiology;Wiley;01.04.2019;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
17;Annelieke C Kruithof;Jacobus Burggraaf;Netherlands;Leiden UMC;drug_development;29845427;supervisor;last;no;2021;Evaluating the effects of sugammadex on coagulation in humans: reversed translational research to unravel off-target pharmacology;https://hdl.handle.net/1887/3247173;10.1007/s11307-018-1220-0;hybrid;1536-1632,1860-2002;Molecular Imaging and Biology;Springer Science and Business Media LLC;29.05.2018;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
17;Annelieke C Kruithof;Jacobus Burggraaf;Netherlands;Leiden UMC;drug_development;29293280;supervisor;last;no;2021;Evaluating the effects of sugammadex on coagulation in humans: reversed translational research to unravel off-target pharmacology;https://hdl.handle.net/1887/3247173;10.1111/bcp.13497;hybrid;0306-5251;British Journal of Clinical Pharmacology;Wiley;12.02.2018;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
18;Iris Kramer;Marjanka Schmidt;Netherlands;Leiden UMC;cancer;34113011;supervisor;last;no;2021;Double trouble: exploring risk factors to better predict contralateral breast cancer;https://hdl.handle.net/1887/3247221;10.1038/s41436-021-01198-7;hybrid;1098-3600,1530-0366;Genetics in Medicine;Springer Science and Business Media LLC;10.06.2021;NA;NA;NA;NA;NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA
19;Koen T van Hamersveld;Rob G H H Nelissen;Netherlands;Leiden UMC;orthopedics;32072233;supervisor;last;no;2021;Risk factors for long-term failure of orthopaedic medical devices: taking advantage of RSA as an early detection tool;https://hdl.handle.net/1887/3245131;10.1007/s00296-020-04532-5;hybrid;0172-8172,1437-160X;Rheumatology International;Springer Science and Business Media LLC;18.02.2020;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
19;Koen T van Hamersveld;Rob G H H Nelissen;Netherlands;Leiden UMC;orthopedics;32949758;supervisor;last;no;2021;Risk factors for long-term failure of orthopaedic medical devices: taking advantage of RSA as an early detection tool;https://hdl.handle.net/1887/3245131;10.1016/j.jse.2020.08.039;hybrid;1058-2746;Journal of Shoulder and Elbow Surgery;Elsevier BV;01.02.2021;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
20;Christoph GstÃƒÂ¶ttner;Manfred Wuhrer;Netherlands;Leiden UMC;medical_chemistry;31450448;supervisor;last;no;2021;Boosting mass spectrometry-based analytics for biopharma;https://hdl.handle.net/1887/3245884;10.1016/j.talanta.2019.06.104;hybrid;0039-9140;Talanta;Elsevier BV;01.12.2019;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
20;Christoph GstÃƒÂ¶ttner;Manfred Wuhrer;Netherlands;Leiden UMC;medical_chemistry;29502397;supervisor;last;no;2021;Boosting mass spectrometry-based analytics for biopharma;https://hdl.handle.net/1887/3245884;10.1021/acs.analchem.7b04281;hybrid;0003-2700,1520-6882;Analytical Chemistry;American Chemical Society (ACS);04.03.2018;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
20;Christoph GstÃƒÂ¶ttner;Manfred Wuhrer;Netherlands;Leiden UMC;medical_chemistry;30230816;supervisor;last;no;2021;Boosting mass spectrometry-based analytics for biopharma;https://hdl.handle.net/1887/3245884;10.1021/acs.analchem.8b02391;hybrid;0003-2700,1520-6882;Analytical Chemistry;American Chemical Society (ACS);19.09.2018;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
20;Christoph GstÃƒÂ¶ttner;Manfred Wuhrer;Netherlands;Leiden UMC;medical_chemistry;34739220;candidate;na;no;2021;Boosting mass spectrometry-based analytics for biopharma;https://hdl.handle.net/1887/3245884;10.1021/acs.analchem.1c03560;hybrid;0003-2700,1520-6882;Analytical Chemistry;American Chemical Society (ACS);05.11.2021;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
21;Rachid Abou;Jeroen J Bax;Netherlands;Leiden UMC;cardiology;34162486;candidate;na;no;2021;The role of advanced echocardiography in patients with ischemic heart disease;https://hdl.handle.net/1887/3243601;10.1016/j.amjcard.2021.04.033;hybrid;0002-9149;The American Journal of Cardiology;Elsevier BV;01.08.2021;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
22;Lisa TCM van Weert;Onno C. Meijer;Netherlands;Leiden UMC;neuroscience;34498316;supervisor;last;no;2021;Genomic glucocorticoid signaling in the hippocampus: understanding receptor specificity and context dependency;https://hdl.handle.net/1887/3240129;10.1111/ejn.15447;hybrid;0953-816X,1460-9568;European Journal of Neuroscience;Wiley;08.09.2021;TRUE;general-purpose repository;TRUE;da ta avai la bi li ty s t ate me nt all data and code associated with this paper is made available for publication and accessible online (https:// github.com/pchabets/fmri-transcriptomics-oxytocin).;"2 | material a nd methods all code and used files are made publicly available on github (https://github.com/pchabets/fmritranscriptomics-oxytocin).;     da ta avai la bi li ty s t ate me nt all data and code associated with this paper is made available for publication and accessible online (https:// github.com/pchabets/fmri-transcriptomics-oxytocin).";TRUE;yes;yes;https://github.com/pchabets/fMRI-Transcriptomics-Oxytocin;NA;NA;NA;NA;NA
22;Lisa TCM van Weert;Onno C. Meijer;Netherlands;Leiden UMC;neuroscience;32858150;supervisor;last;no;2021;Genomic glucocorticoid signaling in the hippocampus: understanding receptor specificity and context dependency;https://hdl.handle.net/1887/3240129;10.1016/j.mcn.2020.103541;hybrid;1044-7431;Molecular and Cellular Neuroscience;Elsevier BV;01.10.2020;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
22;Lisa TCM van Weert;Onno C. Meijer;Netherlands;Leiden UMC;neuroscience;31132569;supervisor;last;no;2021;Genomic glucocorticoid signaling in the hippocampus: understanding receptor specificity and context dependency;https://hdl.handle.net/1887/3240129;10.1016/j.psyneuen.2019.05.014;hybrid;0306-4530;Psychoneuroendocrinology;Elsevier BV;01.09.2019;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
22;Lisa TCM van Weert;Onno C. Meijer;Netherlands;Leiden UMC;neuroscience;31121060;candidate;na;no;2021;Genomic glucocorticoid signaling in the hippocampus: understanding receptor specificity and context dependency;https://hdl.handle.net/1887/3240129;10.1111/jne.12735;hybrid;0953-8194,1365-2826;Journal of Neuroendocrinology;Wiley;14.06.2019;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
22;Lisa TCM van Weert;Onno C. Meijer;Netherlands;Leiden UMC;neuroscience;32369774;supervisor;last;no;2021;Genomic glucocorticoid signaling in the hippocampus: understanding receptor specificity and context dependency;https://hdl.handle.net/1887/3240129;10.1530/joe-19-0486;hybrid;0022-0795,1479-6805;Journal of Endocrinology;Bioscientifica;01.07.2020;NA;NA;NA;NA;NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA
24;Edouard L. Fu;Friedo W. Dekker;Netherlands;Leiden UMC;cardiology;34844936;candidate;na;no;2021;Optimal cardiovascular treatment strategies in kidney disease: causal inference from observational data;https://hdl.handle.net/1887/3221348;10.1136/bmj-2021-066306;hybrid;1756-1833;BMJ;BMJ;29.11.2021;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
24;Edouard L. Fu;Friedo W. Dekker;Netherlands;Leiden UMC;cardiology;33246024;candidate;na;no;2021;Optimal cardiovascular treatment strategies in kidney disease: causal inference from observational data;https://hdl.handle.net/1887/3221348;10.1053/j.ajkd.2020.10.006;hybrid;0272-6386;American Journal of Kidney Diseases;Elsevier BV;01.05.2021;NA;NA;NA;NA;NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA
26;Yang Ge;Marco C. DeRuiter;Netherlands;Leiden UMC;cardiology;32277975;candidate;na;no;2021;Modeling of the cardiac sympathetic nervous system and the contribution of epicardium-derived cells;https://hdl.handle.net/1887/3247258;10.1016/j.yjmcc.2020.04.006;hybrid;0022-2828;Journal of Molecular and Cellular Cardiology;Elsevier BV;01.06.2020;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
27;Frank de Vos;S.A.R.B. Rombouts;Netherlands;Leiden UMC;neuroscience;31112788;supervisor;last;no;2021;Multimodal MRI-based classification of AlzheimerÃ¢â‚¬â„¢s disease;https://hdl.handle.net/1887/3245855;10.1016/j.neuroimage.2019.05.044;hybrid;1053-8119;NeuroImage;Elsevier BV;01.10.2019;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
27;Frank de Vos;S.A.R.B. Rombouts;Netherlands;Leiden UMC;neuroscience;29258890;supervisor;last;no;2021;Multimodal MRI-based classification of AlzheimerÃ¢â‚¬â„¢s disease;https://hdl.handle.net/1887/3245855;10.1016/j.neuroimage.2017.12.035;hybrid;1053-8119;NeuroImage;Elsevier BV;01.04.2018;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
28;EsmÃƒÂ© van der Gracht;Frits Koning;Netherlands;Leiden UMC;molecular_biology;29511064;supervisor;last;no;2021;Dissecting the heterogeneity of circulating and tissue-resident memory T cells;https://hdl.handle.net/1887/3245200;10.1084/jem.20171934;hybrid;0022-1007,1540-9538;Journal of Experimental Medicine;Rockefeller University Press;06.03.2018;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
28;EsmÃƒÂ© van der Gracht;Frits Koning;Netherlands;Leiden UMC;molecular_biology;31048269;supervisor;last;no;2021;Dissecting the heterogeneity of circulating and tissue-resident memory T cells;https://hdl.handle.net/1887/3245200;10.1016/j.jneuroim.2019.04.009;hybrid;0165-5728;Journal of Neuroimmunology;Elsevier BV;01.07.2019;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
