referenceid	timestamp_started	timestamp_finished	pair	phd_candidate	supervisor	country	institute	subfield	pmid	owner	position_author_supervisor	concern_methods_tools_devlpmnt_or_review	thesis_year	thesis_title	thesis_link	doi	oa_status	issn	journal	publisher	publication_date_unpaywall	is_open_data	open_data_category	is_open_code	open_data_statements	open_code_statements	downloaded	open_methods_yn	unsure_explanation	type_of_open_methods_trial_registration_number	type_of_open_methods_preregistration	type_of_open_methods_protocol	type_of_open_methods_open_notebook	type_of_open_methods_open_code	type_of_open_methods_Other	link_open_methods	public_link_open_methods	additional_remarks
171	2022-03-15 06:37:53	2022-03-16 03:05:42	17	Annelieke C Kruithof	Jacobus Burggraaf	Netherlands	Leiden UMC	drug_development	33201520	supervisor	last	no	2021	Evaluating the effects of sugammadex on coagulation in humans: reversed translational research to unravel off-target pharmacology	https://hdl.handle.net/1887/3247173	10.1111/bcp.14655	green	0306-5251,1365-2125	British Journal of Clinical Pharmacology	Wiley	23.12.2020	FALSE		FALSE			TRUE	No	Cannot find this number in clinical trials register: 2007-001993-10 	NULL	NULL	NULL	NULL	NULL	NULL	NULL		TRN does not resolve 
173	2022-03-15 06:39:33	2022-03-16 03:06:10	17	Annelieke C Kruithof	Jacobus Burggraaf	Netherlands	Leiden UMC	drug_development	30371791	supervisor	last	no	2021	Evaluating the effects of sugammadex on coagulation in humans: reversed translational research to unravel off-target pharmacology	https://hdl.handle.net/1887/3247173	10.1210/jc.2018-01364	bronze	0021-972X,1945-7197	The Journal of Clinical Endocrinology & Metabolism	The Endocrine Society	26.10.2018	FALSE		FALSE			TRUE	No	NULL	1	0	0	0	0	0	EudraCT num- ber = 2014-004561-24	No	TRN does not resolve 
176	2022-03-15 06:39:57	2022-03-15 06:39:59	18	Iris Kramer	Marjanka Schmidt	Netherlands	Leiden UMC	cancer	33198768	supervisor	last	no	2021	Double trouble: exploring risk factors to better predict contralateral breast cancer	https://hdl.handle.net/1887/3247221	10.1186/s12916-020-01797-2	gold	1741-7015	BMC Medicine	Springer Science and Business Media LLC	17.11.2020	TRUE	field-specific repository	FALSE	we analysed the oncoarray and icogs datasets separately and then combined the estimates using fixed-effect  table 1 description of the nine risk factors with available genetic data from gwas risk factor (units)  number* of snps  gwas catalog study reference accession number  sample size  population  alcohol consumption (drinks per week)		TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
177	2022-03-15 06:40:03	2022-03-15 06:40:05	18	Iris Kramer	Marjanka Schmidt	Netherlands	Leiden UMC	cancer	28076434	supervisor	last	no	2021	Double trouble: exploring risk factors to better predict contralateral breast cancer	https://hdl.handle.net/1887/3247221	10.1371/journal.pone.0170084	gold	1932-6203	PLOS ONE	Public Library of Science (PLoS)	11.01.2017	TRUE	data availability statement	FALSE	data availability statement: the raw data cannot be shared due to restrictions as described in danish law (persondataloven: https://www. retsinformation.dk/forms/r0710		TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
178	2022-03-15 06:40:08	2022-03-15 06:44:39	18	Iris Kramer	Marjanka Schmidt	Netherlands	Leiden UMC	cancer	30199881	supervisor	last	no	2021	Double trouble: exploring risk factors to better predict contralateral breast cancer	https://hdl.handle.net/1887/3247221	10.1159/000492662	closed	1662-4246,1662-8063	Public Health Genomics	S. Karger AG	01.01.2018	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
181	2022-03-15 06:44:46	2022-03-15 06:44:49	18	Iris Kramer	Marjanka Schmidt	Netherlands	Leiden UMC	cancer	34407845	supervisor	last	no	2021	Double trouble: exploring risk factors to better predict contralateral breast cancer	https://hdl.handle.net/1887/3247221	10.1186/s13058-021-01450-7	gold	1465-542X	Breast Cancer Research	Springer Science and Business Media LLC	18.08.2021	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
183	2022-03-15 06:44:54	2022-03-15 06:45:00	18	Iris Kramer	Marjanka Schmidt	Netherlands	Leiden UMC	cancer	30698719	candidate	na	no	2021	Double trouble: exploring risk factors to better predict contralateral breast cancer	https://hdl.handle.net/1887/3247221	10.1093/jnci/djz010	green	0027-8874,1460-2105	JNCI: Journal of the National Cancer Institute	Oxford University Press (OUP)	30.01.2019	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
184	2022-03-15 06:45:05	2022-03-15 06:45:08	19	Koen T van Hamersveld	Rob G H H Nelissen	Netherlands	Leiden UMC	orthopedics	32072233	supervisor	last	no	2021	Risk factors for long-term failure of orthopaedic medical devices: taking advantage of RSA as an early detection tool	https://hdl.handle.net/1887/3245131	10.1007/s00296-020-04532-5	hybrid	0172-8172,1437-160X	Rheumatology International	Springer Science and Business Media LLC	18.02.2020	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
185	2022-03-15 06:45:11	2022-03-15 06:45:15	19	Koen T van Hamersveld	Rob G H H Nelissen	Netherlands	Leiden UMC	orthopedics	32162046	supervisor	last	no	2021	Risk factors for long-term failure of orthopaedic medical devices: taking advantage of RSA as an early detection tool	https://hdl.handle.net/1887/3245131	10.1007/s00167-020-05914-9	closed	0942-2056,1433-7347	Knee Surgery, Sports Traumatology, Arthroscopy	Springer Science and Business Media LLC	11.03.2020	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
186	2022-03-15 06:45:24	2022-03-15 06:46:04	19	Koen T van Hamersveld	Rob G H H Nelissen	Netherlands	Leiden UMC	orthopedics	32949758	supervisor	last	no	2021	Risk factors for long-term failure of orthopaedic medical devices: taking advantage of RSA as an early detection tool	https://hdl.handle.net/1887/3245131	10.1016/j.jse.2020.08.039	hybrid	1058-2746	Journal of Shoulder and Elbow Surgery	Elsevier BV	01.02.2021	FALSE		FALSE			TRUE	Yes	NULL	1	0	1	0	0	0	https://www.trialregister.nl/trial/2159 AND https://bmcmusculoskeletdisord.biomedcentral.com/articles/10.1186/1471-2474-12-282	Yes	NULL
188	2022-03-15 06:46:09	2022-03-15 06:46:16	20	Christoph Gst?ttner	Manfred Wuhrer	Netherlands	Leiden UMC	medical_chemistry	31450448	supervisor	last	no	2021	Boosting mass spectrometry-based analytics for biopharma	https://hdl.handle.net/1887/3245884	10.1016/j.talanta.2019.06.104	hybrid	0039-9140	Talanta	Elsevier BV	01.12.2019	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
189	2022-03-15 06:46:19	2022-03-15 06:46:21	20	Christoph Gst?ttner	Manfred Wuhrer	Netherlands	Leiden UMC	medical_chemistry	29502397	supervisor	last	no	2021	Boosting mass spectrometry-based analytics for biopharma	https://hdl.handle.net/1887/3245884	10.1021/acs.analchem.7b04281	hybrid	0003-2700,1520-6882	Analytical Chemistry	American Chemical Society (ACS)	04.03.2018	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
190	2022-03-15 06:46:25	2022-03-15 06:46:29	20	Christoph Gst?ttner	Manfred Wuhrer	Netherlands	Leiden UMC	medical_chemistry	30093973	supervisor	last	no	2021	Boosting mass spectrometry-based analytics for biopharma	https://hdl.handle.net/1887/3245884	10.18632/oncotarget.25753	gold	1949-2553	Oncotarget	Impact Journals, LLC	17.07.2018	FALSE		FALSE			TRUE	No	points to one protocol (https://pubs.acs.org/doi/10.1021/ac500335t) for one part of methods	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
191	2022-03-15 06:46:33	2022-03-15 06:48:03	20	Christoph Gst?ttner	Manfred Wuhrer	Netherlands	Leiden UMC	medical_chemistry	33076454	supervisor	last	no	2021	Boosting mass spectrometry-based analytics for biopharma	https://hdl.handle.net/1887/3245884	10.3390/ijms21207635	gold	1422-0067	International Journal of Molecular Sciences	MDPI AG	15.10.2020	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
193	2022-03-15 06:48:08	2022-03-15 06:48:10	20	Christoph Gst?ttner	Manfred Wuhrer	Netherlands	Leiden UMC	medical_chemistry	29264912	candidate	na	no	2021	Boosting mass spectrometry-based analytics for biopharma	https://hdl.handle.net/1887/3245884	10.1021/acs.analchem.7b04372	closed	0003-2700,1520-6882	Analytical Chemistry	American Chemical Society (ACS)	16.01.2018	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
195	2022-03-15 06:48:18	2022-03-15 06:48:20	21	Rachid Abou	Jeroen J Bax	Netherlands	Leiden UMC	cardiology	32081284	supervisor	last	no	2021	The role of advanced echocardiography in patients with ischemic heart disease	https://hdl.handle.net/1887/3243601	10.1016/j.jacc.2019.12.024	bronze	0735-1097	Journal of the American College of Cardiology	Elsevier BV	01.02.2020	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
196	2022-03-15 06:48:24	2022-03-15 06:48:26	21	Rachid Abou	Jeroen J Bax	Netherlands	Leiden UMC	cardiology	32588037	supervisor	last	no	2021	The role of advanced echocardiography in patients with ischemic heart disease	https://hdl.handle.net/1887/3243601	10.1093/ehjci/jeaa174	bronze	2047-2404,2047-2412	European Heart Journal - Cardiovascular Imaging	Oxford University Press (OUP)	26.06.2020	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
198	2022-03-15 06:48:30	2022-03-15 06:48:32	21	Rachid Abou	Jeroen J Bax	Netherlands	Leiden UMC	cardiology	32305478	supervisor	last	no	2021	The role of advanced echocardiography in patients with ischemic heart disease	https://hdl.handle.net/1887/3243601	10.1016/j.jcmg.2020.03.006	bronze	1936-878X	JACC: Cardiovascular Imaging	Elsevier BV	01.08.2020	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
199	2022-03-15 06:48:36	2022-03-15 06:48:40	21	Rachid Abou	Jeroen J Bax	Netherlands	Leiden UMC	cardiology	31345429	supervisor	last	no	2021	The role of advanced echocardiography in patients with ischemic heart disease	https://hdl.handle.net/1887/3243601	10.1016/j.jacc.2019.05.048	green	0735-1097	Journal of the American College of Cardiology	Elsevier BV	01.07.2019	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
201	2022-03-15 06:48:43	2022-03-15 06:48:45	21	Rachid Abou	Jeroen J Bax	Netherlands	Leiden UMC	cardiology	32535118	supervisor	last	no	2021	The role of advanced echocardiography in patients with ischemic heart disease	https://hdl.handle.net/1887/3243601	10.1016/j.jchf.2020.02.008	bronze	2213-1779	JACC: Heart Failure	Elsevier BV	01.08.2020	TRUE	supplement	FALSE	all data  rhf stage are presented in table 1		TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
204	2022-03-15 06:48:50	2022-03-15 06:50:17	21	Rachid Abou	Jeroen J Bax	Netherlands	Leiden UMC	cardiology	32734280	candidate	na	no	2021	The role of advanced echocardiography in patients with ischemic heart disease	https://hdl.handle.net/1887/3243601	10.1093/ehjci/jeaa187	bronze	2047-2404,2047-2412	European Heart Journal - Cardiovascular Imaging	Oxford University Press (OUP)	30.07.2020	FALSE		FALSE			TRUE	No	NULL	0	0	0	0	0	0	NULL		NULL
205	2022-03-15 06:50:22	2022-03-15 06:50:26	22	Lisa TCM van Weert	Onno C. Meijer	Netherlands	Leiden UMC	neuroscience	32858150	supervisor	last	no	2021	Genomic glucocorticoid signaling in the hippocampus: understanding receptor specificity and context dependency	https://hdl.handle.net/1887/3240129	10.1016/j.mcn.2020.103541	hybrid	1044-7431	Molecular and Cellular Neuroscience	Elsevier BV	01.10.2020	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
206	2022-03-15 06:50:31	2022-03-15 06:50:39	22	Lisa TCM van Weert	Onno C. Meijer	Netherlands	Leiden UMC	neuroscience	31132569	supervisor	last	no	2021	Genomic glucocorticoid signaling in the hippocampus: understanding receptor specificity and context dependency	https://hdl.handle.net/1887/3240129	10.1016/j.psyneuen.2019.05.014	hybrid	0306-4530	Psychoneuroendocrinology	Elsevier BV	01.09.2019	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
207	2022-03-15 06:50:43	2022-03-15 06:50:50	22	Lisa TCM van Weert	Onno C. Meijer	Netherlands	Leiden UMC	neuroscience	34498316	supervisor	last	no	2021	Genomic glucocorticoid signaling in the hippocampus: understanding receptor specificity and context dependency	https://hdl.handle.net/1887/3240129	10.1111/ejn.15447	hybrid	0953-816X,1460-9568	European Journal of Neuroscience	Wiley	08.09.2021	TRUE	general-purpose repository	TRUE	da ta avai la bi li ty s t ate me nt all data and code associated with this paper is made available for publication and accessible online (https:// github.com/pchabets/fmri-transcriptomics-oxytocin).	2 | material a nd methods all code and used files are made publicly available on github (https://github.com/pchabets/fmritranscriptomics-oxytocin).;     da ta avai la bi li ty s t ate me nt all data and code associated with this paper is made available for publication and accessible online (https:// github.com/pchabets/fmri-transcriptomics-oxytocin).	TRUE	Yes	NULL	NULL	NULL	0	0	1	NULL	https://github.com/pchabets/fMRI-Transcriptomics-Oxytocin	Yes	NULL
208	2022-03-15 06:50:58	2022-03-15 06:51:02	22	Lisa TCM van Weert	Onno C. Meijer	Netherlands	Leiden UMC	neuroscience	34939259	supervisor	last	no	2021	Genomic glucocorticoid signaling in the hippocampus: understanding receptor specificity and context dependency	https://hdl.handle.net/1887/3240129	10.1111/jne.13072	hybrid	0953-8194,1365-2826	Journal of Neuroendocrinology	Wiley	22.12.2021	TRUE	field-specific repository	TRUE	rna-_seq data have been de-  gions for profiling and boundaries for dissections. scrna-_seq data  posited in the ncbi gene expression omnibus and are accessible  from the regions of interest were generated using 10x genomics  through geo series accession number gse184924.	for each corti-  were used as well as the code for coupling score calculation are  costeroid receptor (nr3c1 and nr3c2) we calculated the coupling ( ) score as previously described 25 as kijt = log10 xit _ xjt  where i _ s  available in the github repository (https://github.com/eviho/_10xhi_  expression of each gene of interest i in cell type t  (xit)  p2021_vihoemg).  and s is one of the gene sets described earlier and j _ {nr3c1 nr3c2}.;     the code that supports the findings of this study is openly available in the github repository (https://github.com/eviho/_  scriptomic studies the cell type-_specific expression of genes that  10xhi_p2021_vihoe_mg).	TRUE	Yes	NULL	NULL	NULL	NULL	NULL	1	NULL	https://github.com/eviho/10XHip2021_VihoEMG	Yes	NULL
209	2022-03-15 06:51:05	2022-03-15 06:51:17	22	Lisa TCM van Weert	Onno C. Meijer	Netherlands	Leiden UMC	neuroscience	30321321	supervisor	last	no	2021	Genomic glucocorticoid signaling in the hippocampus: understanding receptor specificity and context dependency	https://hdl.handle.net/1887/3240129	10.1210/en.2018-00671	green	1945-7170	Endocrinology	The Endocrine Society	12.10.2018	TRUE	general-purpose repository	FALSE	deposited 20 september 2018. https://dx.doi.org/10.6084/ m9.figshare.7110815.		TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
211	2022-03-15 06:51:21	2022-03-15 06:51:25	22	Lisa TCM van Weert	Onno C. Meijer	Netherlands	Leiden UMC	neuroscience	31121060	candidate	na	no	2021	Genomic glucocorticoid signaling in the hippocampus: understanding receptor specificity and context dependency	https://hdl.handle.net/1887/3240129	10.1111/jne.12735	hybrid	0953-8194,1365-2826	Journal of Neuroendocrinology	Wiley	14.06.2019	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
212	2022-03-15 06:51:28	2022-03-15 06:51:31	22	Lisa TCM van Weert	Onno C. Meijer	Netherlands	Leiden UMC	neuroscience	30934833	candidate	na	no	2021	Genomic glucocorticoid signaling in the hippocampus: understanding receptor specificity and context dependency	https://hdl.handle.net/1887/3240129	10.3390/ijms20071575	gold	1422-0067	International Journal of Molecular Sciences	MDPI AG	29.03.2019	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
213	2022-03-15 06:51:35	2022-03-15 06:51:37	23	Maria Ti	Annemieke Geluk	Netherlands	Leiden UMC	bacteriology	34777319	supervisor	last	no	2021	Exploring host and pathogen biomarkers for leprosy	https://hdl.handle.net/1887/3229676	10.3389/fmicb.2021.763289	gold	1664-302X	Frontiers in Microbiology	Frontiers Media SA	28.10.2021	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
214	2022-03-15 06:51:41	2022-03-15 06:52:13	23	Maria Ti	Annemieke Geluk	Netherlands	Leiden UMC	bacteriology	29670618	supervisor	last	no	2021	Exploring host and pathogen biomarkers for leprosy	https://hdl.handle.net/1887/3229676	10.3389/fimmu.2018.00629	gold	1664-3224	Frontiers in Immunology	Frontiers Media SA	04.04.2018	FALSE		FALSE			TRUE	Yes	NULL	1	0	0	0	0	0	https://www.trialregister.nl/trial/2940	Yes	NULL
215	2022-03-15 06:52:18	2022-03-15 06:53:47	23	Maria Ti	Annemieke Geluk	Netherlands	Leiden UMC	bacteriology	28592626	supervisor	last	no	2021	Exploring host and pathogen biomarkers for leprosy	https://hdl.handle.net/1887/3229676	10.1128/cvi.00060-17	gold	1556-6811,1556-679X	Clinical and Vaccine Immunology	American Society for Microbiology	01.08.2017	FALSE		FALSE			TRUE	Yes	NULL	NULL	NULL	1	NULL	NULL	NULL	https://bmcinfectdis.biomedcentral.com/articles/10.1186/1471-2334-13-456	Yes	NULL
216	2022-03-15 06:54:19	2022-03-15 06:54:21	23	Maria Ti	Annemieke Geluk	Netherlands	Leiden UMC	bacteriology	30560920	supervisor	last	no	2021	Exploring host and pathogen biomarkers for leprosy	https://hdl.handle.net/1887/3229676	10.1038/s41598-018-36323-1	gold	2045-2322	Scientific Reports	Springer Science and Business Media LLC	01.12.2018	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
221	2022-03-15 06:54:25	2022-03-15 06:54:29	23	Maria Ti	Annemieke Geluk	Netherlands	Leiden UMC	bacteriology	31733134	candidate	na	no	2021	Exploring host and pathogen biomarkers for leprosy	https://hdl.handle.net/1887/3229676	10.1111/tbed.13423	green	1865-1674,1865-1682	Transboundary and Emerging Diseases	Wiley	02.12.2019	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
222	2022-03-15 06:54:33	2022-03-15 06:55:46	23	Maria Ti	Annemieke Geluk	Netherlands	Leiden UMC	bacteriology	34090257	candidate	na	no	2021	Exploring host and pathogen biomarkers for leprosy	https://hdl.handle.net/1887/3229676	10.1016/j.ebiom.2021.103379	gold	2352-3964	EBioMedicine	Elsevier BV	01.06.2021	TRUE	field-specific repository, data availability statement	FALSE	data sharing statement sequence data have been submitted to ncbi gene expression omnibus (geo) under accession number gse163498.      data sharing statement sequence data have been submitted to ncbi gene expression omnibus (geo) under accession number gse163498		TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
223	2022-03-15 06:55:51	2022-03-15 06:55:53	23	Maria Ti	Annemieke Geluk	Netherlands	Leiden UMC	bacteriology	31784594	candidate	na	no	2021	Exploring host and pathogen biomarkers for leprosy	https://hdl.handle.net/1887/3229676	10.1038/s41598-019-54213-y	gold	2045-2322	Scientific Reports	Springer Science and Business Media LLC	29.11.2019	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
225	2022-03-15 06:56:02	2022-03-15 06:56:04	24	Edouard L. Fu	Friedo W. Dekker	Netherlands	Leiden UMC	cardiology	34134634	supervisor	last	no	2021	Optimal cardiovascular treatment strategies in kidney disease: causal inference from observational data	https://hdl.handle.net/1887/3221348	10.1186/s12882-021-02420-z	gold	1471-2369	BMC Nephrology	Springer Science and Business Media LLC	16.06.2021	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
226	2022-03-15 06:56:08	2022-03-15 06:56:10	24	Edouard L. Fu	Friedo W. Dekker	Netherlands	Leiden UMC	cardiology	34518257	supervisor	last	no	2021	Optimal cardiovascular treatment strategies in kidney disease: causal inference from observational data	https://hdl.handle.net/1887/3221348	10.1136/bmjopen-2020-048550	gold	2044-6055,2044-6055	BMJ Open	BMJ	01.09.2021	TRUE	supplement	FALSE	all data using ibm spss statistics v.23. table 1		TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
227	2022-03-15 06:56:13	2022-03-15 06:56:15	24	Edouard L. Fu	Friedo W. Dekker	Netherlands	Leiden UMC	cardiology	30006870	supervisor	last	no	2021	Optimal cardiovascular treatment strategies in kidney disease: causal inference from observational data	https://hdl.handle.net/1887/3221348	10.1007/s40037-018-0440-y	gold	2212-2761,2212-277X	Perspectives on Medical Education	Springer Science and Business Media LLC	13.07.2018	TRUE	supplement	FALSE	all data using ibm spss statistics version 23 for windows. table 2		TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
228	2022-03-15 06:56:18	2022-03-15 06:58:26	24	Edouard L. Fu	Friedo W. Dekker	Netherlands	Leiden UMC	cardiology	29939304	supervisor	last	no	2021	Optimal cardiovascular treatment strategies in kidney disease: causal inference from observational data	https://hdl.handle.net/1887/3221348	10.1093/ndt/gfy167	green	0931-0509,1460-2385	Nephrology Dialysis Transplantation	Oxford University Press (OUP)	22.06.2018	FALSE		FALSE			TRUE	Yes	NULL	0	0	1	0	0	0	https://academic.oup.com/ndt/article/27/suppl_3/iii27/1823460?login=true	Yes	Perhaps not best classified as a protocol, but still 
229	2022-03-15 06:58:30	2022-03-15 06:58:33	24	Edouard L. Fu	Friedo W. Dekker	Netherlands	Leiden UMC	cardiology	34797859	supervisor	last	no	2021	Optimal cardiovascular treatment strategies in kidney disease: causal inference from observational data	https://hdl.handle.net/1887/3221348	10.1371/journal.pone.0260193	gold	1932-6203	PLOS ONE	Public Library of Science (PLoS)	19.11.2021	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
230	2022-03-15 06:58:37	2022-03-15 06:58:39	24	Edouard L. Fu	Friedo W. Dekker	Netherlands	Leiden UMC	cardiology	31477039	supervisor	last	no	2021	Optimal cardiovascular treatment strategies in kidney disease: causal inference from observational data	https://hdl.handle.net/1887/3221348	10.1186/s12882-019-1521-9	gold	1471-2369	BMC Nephrology	Springer Science and Business Media LLC	02.09.2019	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
231	2022-03-15 06:58:50	2022-03-15 06:59:09	24	Edouard L. Fu	Friedo W. Dekker	Netherlands	Leiden UMC	cardiology	30215791	candidate	na	yes	2021	Optimal cardiovascular treatment strategies in kidney disease: causal inference from observational data	https://hdl.handle.net/1887/3221348	10.1093/ndt/gfy283	closed	0931-0509,1460-2385	Nephrology Dialysis Transplantation	Oxford University Press (OUP)	11.09.2018	FALSE		FALSE			TRUE	No	but then again, this is no empirical article, but a methods-focused 'opinion' piece	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
232	2022-03-15 06:59:14	2022-03-15 07:01:18	24	Edouard L. Fu	Friedo W. Dekker	Netherlands	Leiden UMC	cardiology	31395593	candidate	na	no	2021	Optimal cardiovascular treatment strategies in kidney disease: causal inference from observational data	https://hdl.handle.net/1887/3221348	10.2215/cjn.03060319	green	1555-9041,1555-905X	Clinical Journal of the American Society of Nephrology	American Society of Nephrology (ASN)	08.08.2019	FALSE		FALSE			TRUE	Yes	NULL	0	0	1	0	0	0	https://pubmed.ncbi.nlm.nih.gov/26798472/	Yes	NULL
233	2022-03-15 06:59:59	2022-03-15 07:00:04	24	Edouard L. Fu	Friedo W. Dekker	Netherlands	Leiden UMC	cardiology	33070637	candidate	na	no	2021	Optimal cardiovascular treatment strategies in kidney disease: causal inference from observational data	https://hdl.handle.net/1887/3221348	10.1161/circheartfailure.120.007180	bronze	1941-3289,1941-3297	Circulation: Heart Failure	Ovid Technologies (Wolters Kluwer Health)	01.11.2020	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
234	2022-03-15 07:00:12	2022-03-15 07:04:32	24	Edouard L. Fu	Friedo W. Dekker	Netherlands	Leiden UMC	cardiology	34844936	candidate	na	no	2021	Optimal cardiovascular treatment strategies in kidney disease: causal inference from observational data	https://hdl.handle.net/1887/3221348	10.1136/bmj-2021-066306	hybrid	1756-1833	BMJ	BMJ	29.11.2021	FALSE		FALSE			TRUE	Yes	NULL	0	0	0	0	0	1	https://www.bmj.com/content/bmj/suppl/2021/11/29/bmj-2021-066306.DC1/fue066306.ww1.pdf	Yes	NULL
235	2022-03-15 07:04:40	2022-03-15 07:06:14	24	Edouard L. Fu	Friedo W. Dekker	Netherlands	Leiden UMC	cardiology	33372009	candidate	na	no	2021	Optimal cardiovascular treatment strategies in kidney disease: causal inference from observational data	https://hdl.handle.net/1887/3221348	10.1681/asn.2020050682	closed	1046-6673,1533-3450	Journal of the American Society of Nephrology	American Society of Nephrology (ASN)	28.12.2020	FALSE		FALSE			TRUE	Yes	NULL	0	0	0	0	0	1	https://jasn.asnjournals.org/content/jnephrol/suppl/2020/12/27/ASN.2020050682.DCSupplemental/ASN.2020050682SupplementaryData.pdf	Yes	NULL
237	2022-03-15 07:06:19	2022-03-15 07:06:25	25	Loes Soetens	Jacco Wallinga	Netherlands	Leiden UMC	epidemiology	34898617	supervisor	last	no	2021	Patterns and scales in infectious disease surveillance data: an exploratory data analysis approach	https://hdl.handle.net/1887/3247049	10.1371/journal.pcbi.1009697	gold	1553-7358	PLOS Computational Biology	Public Library of Science (PLoS)	13.12.2021	TRUE	general-purpose repository	TRUE	data availability statement: all data are available from github repository (https://github.com/fmiura/ vacallo_2021).;     replication code and data are available on github (https://github.com/ fmiura/vacallo_2021).	data availability statement: all data are available from github repository (https://github.com/fmiura/ vacallo_2021).;     replication code and data are available on github (https://github.com/ fmiura/vacallo_2021).	TRUE	Yes	NULL	NULL	NULL	NULL	0	1	NULL	https://github.com/fmiura/VacAllo_2021	Yes	NULL
241	2022-03-15 07:06:32	2022-03-15 07:06:37	26	Yang Ge	Marco C. DeRuiter	Netherlands	Leiden UMC	cardiology	30242109	supervisor	last	no	2021	Modeling of the cardiac sympathetic nervous system and the contribution of epicardium-derived cells	https://hdl.handle.net/1887/3247258	10.1242/dmm.034637	gold	1754-8411,1754-8403	Disease Models & Mechanisms	The Company of Biologists	01.01.2018	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
242	2022-03-15 07:06:45	2022-03-15 07:15:23	26	Yang Ge	Marco C. DeRuiter	Netherlands	Leiden UMC	cardiology	32277975	candidate	na	no	2021	Modeling of the cardiac sympathetic nervous system and the contribution of epicardium-derived cells	https://hdl.handle.net/1887/3247258	10.1016/j.yjmcc.2020.04.006	hybrid	0022-2828	Journal of Molecular and Cellular Cardiology	Elsevier BV	01.06.2020	FALSE		FALSE			TRUE	Yes	NULL	0	0	1	0	0	0	https://ars.els-cdn.com/content/image/1-s2.0-S0022282820300894-mmc1.pdf	Yes	this seems to be a detailed protocol (in the supplementary materials)
